start_sample,window_length,rms,peak,peak_to_peak,kurtosis,crest_factor
0,2048,0.1300121910442497,0.5252935384615384,0.9706873846153845,3.880047759601658,4.0403406345079915
2048,2048,0.1396812620978112,0.546780923076923,0.9773630769230769,3.101895786157456,3.9144901389144633
4096,2048,0.1472455301347986,0.4391353846153846,0.8688830769230769,2.5608468664586113,2.9823342291639534
6144,2048,0.14833992895391987,0.5807852307692307,1.126523076923077,3.7665311751130797,3.915231959870561
8192,2048,0.12063594614621641,0.3577753846153846,0.6819636923076924,2.8395301633181305,2.9657444239611497
10240,2048,0.12643588823312243,0.3817661538461538,0.7451741538461538,2.750500573029474,3.0194445515282347
12288,2048,0.14459749620919896,0.49316676923076924,0.9642203076923077,3.1559323631779006,3.410617625867193
14336,2048,0.1307219673600256,0.5190350769230769,0.9527464615384615,3.4133586298319925,3.9705268165802243
16384,2048,0.1576511227457096,0.49629599999999996,0.9892541538461539,2.735119457268947,3.148065115891211
18432,2048,0.13233886768124553,0.5294658461538462,0.9448190769230769,3.469191284130538,4.000834036340171
20480,2048,0.15210994001341346,0.6227169230769231,1.1421692307692308,3.7383387372630983,4.093860815525378
22528,2048,0.1327464278728914,0.40387938461538464,0.8019175384615385,2.9373716958290883,3.0424877797771592
24576,2048,0.14231050106749776,0.5365587692307692,0.9975987692307692,3.265029488836459,3.770338556903186
26624,2048,0.13333464257247318,0.45895384615384616,0.9089372307692307,3.121654547803967,3.442120046940859
28672,2048,0.1453569470514625,0.5296744615384615,0.9965556923076924,2.8639818304980422,3.6439569781779366
30720,2048,0.1413223123136099,0.4539470769230769,0.8757673846153846,2.922440638616496,3.2121401743873665
32768,2048,0.2114419002696883,0.8592867692307692,1.6553630769230767,4.925729155826087,4.063937980744161
34816,2048,0.20328802651654818,1.0380701538461539,2.0129298461538463,6.983647565025768,5.106400862013119
36864,2048,0.14855824942538365,0.42640984615384614,0.828828923076923,2.6617807497152506,2.87032088625377
38912,2048,0.14295980856387253,0.4756430769230769,0.897672,2.9038309580110444,3.3271104773985396
40960,2048,0.14231303213901725,0.4134756923076923,0.8248652307692308,2.729976077042983,2.9053958452721798
43008,2048,0.13675198041558823,0.4831532307692308,0.9339710769230769,3.19235891885969,3.5330620390095904
45056,2048,0.1441295735462096,0.45206953846153847,0.8897446153846154,2.901530076296275,3.1365494765268505
47104,2048,0.26053723445717114,1.3693513846153846,2.7172153846153844,7.156121570555069,5.255875949797233
49152,2048,0.1363466458446891,0.4551987692307692,0.8997581538461539,2.821585013113011,3.3385402802349997
51200,2048,0.12436353638395409,0.4174393846153846,0.8100535384615384,3.106673978705662,3.3566059373162678
53248,2048,0.12934909294174812,0.47939815384615386,0.8968375384615385,3.5328372491806856,3.7062351419684307
55296,2048,0.13539310662245146,0.5730664615384615,1.0432855384615385,3.66754732367761,4.232611805948476
57344,2048,0.12696850088792158,0.4821101538461538,0.9039304615384615,2.982949968156852,3.7970847136954697
59392,2048,0.12646545448605212,0.5453206153846154,1.072283076923077,3.6052263320179954,4.312012459026483
61440,2048,0.1528920025916636,0.5640959999999999,1.078332923076923,3.512293927190989,3.6895062556206426
63488,2048,0.12513225558215535,0.44685415384615385,0.8198584615384614,2.7742013227140885,3.571054895188088
65536,2048,0.13067178068570662,0.45040061538461534,0.842388923076923,2.848691448345068,3.4468085842074627
67584,2048,0.12932022836696244,0.4309993846153846,0.8492732307692308,2.9929476625925444,3.3328071722007535
69632,2048,0.11693849680563624,0.38593846153846156,0.6986529230769231,2.7378136945415688,3.3003542210451915
71680,2048,0.13289323792471122,0.4581193846153846,0.8248652307692308,3.051669536466771,3.447273855058587
73728,2048,0.13820232544664104,0.4120153846153846,0.8161033846153847,2.9065315459231673,2.9812478428337275
75776,2048,0.12333538145886648,0.3896935384615384,0.7533101538461537,2.8831560583595226,3.1596248687838635
77824,2048,0.13368206024799054,0.4124326153846154,0.8133913846153846,3.051644650911757,3.0851754873947623
79872,2048,0.1416331142085552,0.42494953846153843,0.804420923076923,2.6103035239081214,3.0003544074643345
81920,2048,0.12928871492310537,0.3707095384615384,0.7370381538461538,2.81008654201279,2.8673000476426043
83968,2048,0.13857513088295992,0.41973415384615387,0.8115138461538461,2.8706345572527283,3.0289284315930463
86016,2048,0.13565226303257294,0.5839144615384615,1.070196923076923,3.475007714631809,4.304494805176578
88064,2048,0.20436799942371178,1.028473846153846,2.0398412307692304,6.821351310304229,5.032460312030069
90112,2048,0.15178165956496562,0.5417741538461538,0.9729821538461538,2.8737411182130987,3.5694309536172524
92160,2048,0.13689042185625397,0.45060923076923076,0.8868240000000001,2.830447660973109,3.2917513486744543
94208,2048,0.1315540331933616,0.40283630769230766,0.7804301538461538,2.6297071537448655,3.0621357468922756
96256,2048,0.14128084198038127,0.5436516923076923,1.0270135384615384,3.686283226456552,3.8480213218104797
98304,2048,0.1314149524309822,0.3665372307692307,0.7322399999999999,2.635009603470011,2.789159254605698
100352,2048,0.1374337970417269,0.5903815384615384,1.0616436923076922,3.986497625910135,4.295752217906009
102400,2048,0.12702974041273823,0.4326683076923077,0.8238221538461539,3.162314107802561,3.4060394540923955
104448,2048,0.13215447900479724,0.3786369230769231,0.7274418461538461,2.492834255343505,2.8651085148639823
106496,2048,0.1447811543845838,0.466464,0.9045563076923077,3.034410723282777,3.2218557862697
108544,2048,0.12447031121162325,0.3915710769230769,0.725147076923077,2.9126063093848424,3.145899396476848
110592,2048,0.13193927874306147,0.41618769230769226,0.8236135384615384,2.9589378374928055,3.1543881114813557
112640,2048,0.13948555759318168,0.42933046153846155,0.8398855384615385,2.798343183637127,3.0779563773014593
114688,2048,0.13034096647338533,0.42265476923076917,0.8012916923076923,3.260644910869985,3.2426855551499187
116736,2048,0.14665399626548292,0.5592978461538461,1.0987772307692307,3.7421618484376604,3.813723869737268
118784,2048,0.1368452233120421,0.4151446153846154,0.7835593846153845,2.717217525699309,3.0336799877548213
120832,2048,0.14009426996385813,0.47877230769230766,0.9166559999999999,3.1404872118202167,3.4175009999509975
122880,2048,0.13690140561148836,0.5008855384615384,0.9485741538461538,3.008328084228012,3.658731889717331
124928,2048,0.13914542129515262,0.4873255384615384,0.9510775384615384,3.2757522519331568,3.5022750581517914
126976,2048,0.14328302339574583,0.6193790769230769,1.1142147692307693,3.53543615300333,4.322766663068221
129024,2048,0.13116962989063607,0.4239064615384615,0.8113052307692308,2.616373583886243,3.231742453559302
131072,2048,0.12673975985356845,0.4376750769230769,0.8482301538461539,2.938493981137411,3.453336801531745
133120,2048,0.12453561557187987,0.43433723076923075,0.785436923076923,2.743698875045704,3.4876547465656595
135168,2048,0.14330388971678934,0.45791076923076923,0.8129741538461539,2.670518658929487,3.1953826943046715
137216,2048,0.12642259355153493,0.39324,0.7564393846153846,2.8538706943928425,3.110519954936607
139264,2048,0.14306646533194475,0.4746,0.9423156923076923,3.0853494351383257,3.3173392443540792
141312,2048,0.13097800466978385,0.3846867692307692,0.7535187692307692,2.818178644187906,2.9370333606599677
143360,2048,0.1387614663511063,0.4170221538461538,0.8033778461538461,2.988556224173793,3.0053167122633515
145408,2048,0.12973352735622246,0.38760738461538463,0.7750061538461539,2.5581767641792057,2.9877194624339793
147456,2048,0.1215375525714245,0.3844781538461538,0.7537273846153846,2.708404148778684,3.1634515070314784
149504,2048,0.13860302824168438,0.4754344615384615,0.8843206153846153,2.8906276951924417,3.430188124793409
151552,2048,0.13372151544891192,0.44414215384615385,0.8830689230769231,3.207813392078689,3.32139635384641
153600,2048,0.1320070992021143,0.39908123076923074,0.7927384615384615,3.2764671799056084,3.023180065150736
155648,2048,0.14305705444994976,0.45728492307692303,0.8972547692307692,2.8988233220756587,3.196521309850631
157696,2048,0.11457416068694615,0.35610646153846154,0.7003218461538461,3.1898415465995784,3.1080870189252536
159744,2048,0.13677682015954917,0.3984553846153846,0.7407932307692308,2.5287531002879966,2.9131791786625545
161792,2048,0.12950764163063905,0.5000510769230769,0.9544153846153847,3.121644025447991,3.8611704346016995
163840,2048,0.1358258022277442,0.444768,0.8457267692307693,2.9599556144149752,3.274547197232572
165888,2048,0.13301207515139601,0.44330769230769224,0.8592867692307691,3.017667548027603,3.3328379532443275
167936,2048,0.13723603070669954,0.4115981538461538,0.811513846153846,2.7117769860481302,2.99919891098294
169984,2048,0.12929263252031384,0.45332123076923075,0.8225704615384615,2.7876670341826175,3.506164442080649
172032,2048,0.12730073954154014,0.4975476923076923,0.9383520000000001,3.279878518966653,3.908443062433479
