equipment_id,file_source,start_sample,window_length,rms,peak,peak_to_peak,kurtosis,crest_factor,rolling_mean_rms,rolling_std_rms,rms_trend_slope,health_index,is_anomaly,operating_speed_rpm,load_percent
BEARING_B007_0,B007_0_features,0,2048,0.1346015676339848,0.4817825948103792,0.9344893013972057,2.901971768844384,3.5793238019105886,0.1346015676339848,,0.0,0.6918559474310303,0,,
BEARING_IR014_1,IR014_1_features,0,2048,0.1681616608008592,1.5015503393213574,2.833193532934132,21.286485791823548,8.92920736011639,0.151381614217422,0.023730569455549216,0.0,0.5775784452265521,1,,
BEARING_IR014_0,IR014_0_features,0,2048,0.206228080091323,1.609407265469062,3.048907385229541,18.795812545851344,7.804016139550789,0.16966376950872233,0.03583687443999526,0.03581325622866911,0.5725029226544902,1,,
BEARING_IR007_3,IR007_3_features,0,2048,0.3235678808402361,1.5354992814371258,3.0370496207584834,5.2489978755634015,4.74552442425688,0.20813979734160076,0.08232743518579373,0.060496535890921764,0.5568576158879686,1,,
BEARING_IR007_2,IR007_2_features,0,2048,0.3007847405112889,1.3225468263473052,2.55396754491018,5.582860445003171,4.396987773032559,0.22666878597553838,0.08246194296271614,0.04877725657939851,0.5598953679318281,1,,
BEARING_IR007_1,IR007_1_features,0,2048,0.2922275247417393,1.528677005988024,2.715428063872255,5.517796248809402,5.231119167620454,0.23759524243657185,0.07846210763494799,0.037238252154827844,0.5610363300344348,1,,
BEARING_IR007_0,IR007_0_features,0,2048,0.2887459272559307,1.4827078642714573,2.657926027944112,5.517908154941211,5.134991438172288,0.2449024831250517,0.0741890983284433,0.028754338113127276,0.5615005430325426,1,,
BEARING_OR0216_3,OR0216_3_features,0,2048,0.6268527476628113,4.786557185628742,9.498800299401196,21.72351914380601,7.635855794630465,0.29264626619227163,0.15150407249247275,0.050998747453564815,0.5164196336449585,1,,
BEARING_IR014_2,IR014_2_features,0,2048,0.1518902732819418,1.3188108183632734,2.546982834331337,19.05590872680376,8.68265485247095,0.2770067114244572,0.14928382211109845,0.02631539035680672,0.5797479635624078,1,,
BEARING_B021_3,B021_3_features,0,2048,0.1065586256248437,0.3450122155688622,0.672643872255489,3.140839831657495,3.2377690078351216,0.2599619028444959,0.15071406751058328,0.009841297397698692,0.6717082000842713,0,,
BEARING_B021_1,B021_1_features,0,2048,0.1723083370622113,1.1726192015968064,2.284162794411177,9.006715506228552,6.8053538301320335,0.26373257978731857,0.14767017498257093,0.0033967200581701724,0.5770255550583718,1,,
BEARING_B021_0,B021_0_features,0,2048,0.1158821489469586,0.4452346906187625,0.8326424750499002,3.598082356501452,3.842133535327451,0.25850462860192847,0.15228298213167468,-0.002622186413612543,0.6247408111569269,0,,
BEARING_B014_3,B014_3_features,0,2048,0.1055205465757296,0.4759349301397205,0.9388750499001997,4.362948154285641,4.510353154716108,0.24843387525036914,0.1592928996537096,-0.006515132609446596,0.5859305937899026,0,,
BEARING_B014_2,B014_2_features,0,2048,0.1248187842446146,0.843850499001996,1.573346666666667,7.342177822550287,6.760605017122204,0.228558965590807,0.1612635877167173,-0.008224602496018526,0.5833574954340514,1,,
BEARING_B014_1,B014_1_features,0,2048,0.164565919373887,0.9123981237524952,1.6842898602794412,5.744286476384039,5.544271421557337,0.2149370834770668,0.16023472129884156,-0.008136464481658005,0.578057877416815,1,,
BEARING_B014_0,B014_0_features,0,2048,0.1313371698321992,0.6442177245508982,1.1805785229540915,4.507008309670542,4.905067814153962,0.19884804798611277,0.15968825734596023,-0.008630996068961552,0.5824883773557068,0,,
BEARING_B007_3,B007_3_features,0,2048,0.1404624654669466,0.4385748502994012,0.8537590419161676,2.729916911282189,3.1223633220327,0.1840197018072144,0.15727947695904104,-0.00862221790919518,0.7082799801428549,0,,
BEARING_B021_2,B021_2_features,0,2048,0.1183028690070185,0.4088492215568862,0.8152619161676646,3.1626824162285443,3.4559535621166937,0.1331647139416351,0.0235390988122769,-0.008853555666389536,0.667958042509543,0,,
BEARING_B007_2,B007_2_features,0,2048,0.1520441728986027,0.6239133333333333,1.1107314171656686,2.8308102341998267,4.103500459338969,0.13318010390330118,0.02355274833087661,-0.008346594383781696,0.696646420193537,0,,
BEARING_IR014_3,IR014_3_features,0,2048,0.1712454126695878,1.254486506986028,2.469176407185629,12.99198115921,7.325664888899483,0.1396487826077756,0.024300009532150942,-0.007583696389956463,0.5771672783107216,1,,
BEARING_IR021_1,IR021_1_features,0,2048,0.508356699165622,2.540079341317365,4.814577245508982,6.6784414729913575,4.996647718976581,0.17325361881811666,0.11967569382729064,-0.004205353160321073,0.5322191067779171,1,,
BEARING_OR0076_1,OR0076_1_features,0,2048,0.5875775126895785,2.851954790419162,5.676295608782436,7.564455732109909,4.853750745769294,0.22042315519237862,0.17480897418401084,0.00027257439292052975,0.5216563316413896,1,,
BEARING_OR0076_2,OR0076_2_features,0,2048,0.5624712500400295,2.7264736526946107,5.447262075848304,7.770637795988203,4.847312022606894,0.26611822553880865,0.19942625823979826,0.004362189247651509,0.525003833327996,1,,
BEARING_Normal_3,Normal_3_features,0,2048,0.0675907476543616,0.2253046153846153,0.4347544615384615,2.897072356724491,3.3333647459178994,0.2603954218797833,0.20468339096371663,0.0026991123208050965,0.7012806646403027,0,,
BEARING_OR0076_3,OR0076_3_features,0,2048,0.5624169274327065,2.792259880239521,5.537007485029941,8.171548014129872,4.964750781916413,0.30018052268566525,0.22192660664488859,0.00813017504452441,0.5250110763423057,1,,
BEARING_OR0146_0,OR0146_0_features,0,2048,0.1014680246851296,0.3585280239520958,0.6484846706586826,2.9561284600556514,3.533408924251045,0.2971936081709583,0.2246360342885222,0.006447707650042714,0.6908580840364176,0,,
BEARING_OR0146_1,OR0146_1_features,0,2048,0.0928582781067225,0.3301088622754491,0.648768862275449,2.9914212039997685,3.554975054485699,0.2924331894349359,0.22879243170796618,0.004874127675050874,0.6884767758524601,0,,
BEARING_Normal_2,Normal_2_features,0,2048,0.0669247792783564,0.2042344615384615,0.4030449230769231,2.8222695982882944,3.051701682660005,0.2872953804620697,0.23366226696052897,0.008563165782092076,0.7088497362673897,0,,
BEARING_IR021_0,IR021_0_features,0,2048,0.5213572478988603,3.430223852295409,6.174971457085828,7.964164307063843,6.579411461359927,0.3242266879620955,0.23903401638776778,0.012086685752712401,0.530485700280152,1,,
BEARING_OR0146_2,OR0146_2_features,0,2048,0.0942934236285713,0.3862164071856287,0.6974468263473054,3.208877128195914,4.095899717278982,0.31653148905799383,0.2456531483185682,0.008237941654785062,0.6665398306965991,0,,
BEARING_OR0216_0,OR0216_0_features,0,2048,0.5653261161190251,4.689908283433134,9.02652015968064,19.253545155057097,8.295934239905899,0.3222284307533341,0.2511941540553444,0.01217483327226816,0.5246231845174634,1,,
BEARING_Normal_1,Normal_1_features,0,2048,0.0669247792783564,0.2042344615384615,0.4030449230769231,2.8222695982882944,3.051701682660005,0.270163157412212,0.24393724593186586,0.007509761800648528,0.7088497362673897,0,,
BEARING_OR0216_1,OR0216_1_features,0,2048,0.4890800774361175,3.2759104790419165,6.40684760479042,14.763242148446002,6.698106568168503,0.2628240401518207,0.23510999553656559,0.008785496159509234,0.5347893230085177,1,,
BEARING_Normal_0,Normal_0_features,0,2048,0.0732564487936716,0.272868923076923,0.4906633846153846,2.9569995405781286,3.72484508280956,0.2633906102657517,0.23459350497493572,0.003848820732745386,0.6945325194363643,0,,
BEARING_IR021_3,IR021_3_features,0,2048,0.4339990530783346,2.213990818363273,4.146968862275449,6.595362613156704,5.101372463037513,0.2505488228303145,0.2194306776240529,0.0047707347721658985,0.5421334595895554,1,,
BEARING_OR0216_2,OR0216_2_features,0,2048,0.5393171800124349,4.2468664670658685,8.069777245508982,17.78686964365852,7.874524722094103,0.29433373836304505,0.22981618064950451,0.006267366408551502,0.5280910426650087,1,,
BEARING_IR021_2,IR021_2_features,0,2048,0.4625564094927282,2.7618032934131738,5.115894411177645,8.352455575294393,5.9707383504554405,0.33130355150164564,0.2234522387835459,0.006197995449519655,0.5383258120676362,1,,
BEARING_OR0146_3,OR0146_3_features,0,2048,0.0925786141260358,0.3311644311377245,0.6592433532934132,3.2949963978326298,3.577115884272176,0.33386893498641357,0.2202033847138355,8.987253136527595e-06,0.6581565449999323,0,,
BEARING_B007_1,B007_1_features,0,2048,0.1349521736442925,0.4432854690618762,0.8526219960079839,2.8523016168362334,3.284759756645381,0.2952284275609568,0.21753439014912868,-0.0050032438587863685,0.6967762151638043,0,,
BEARING_OR0076_0,OR0076_0_features,0,2048,0.671590084123132,3.547583233532934,6.520958283433133,7.687039490939582,5.282363926143411,0.35295809361041286,0.23424511743543813,-0.0020203393821398965,0.510454655450249,1,,
BEARING_OR0216_3,OR0216_3_features,2048,2048,0.5084932446295816,4.087680039920159,7.982062275449102,19.358459580766272,8.038808938140061,0.3472748064614685,0.22915423822570866,0.003203022029192417,0.5322009007160557,1,,
BEARING_B021_0,B021_0_features,2048,2048,0.113985855219905,0.513944750499002,0.8935556487025949,3.325334346386964,4.508846729297901,0.3519809140556233,0.22316190102309696,0.004041213210668576,0.652268451331983,0,,
BEARING_OR0146_2,OR0146_2_features,2048,2048,0.0969595492082455,0.3724940119760478,0.6740213173652694,3.144769146964916,3.8417465325893736,0.3127688612328362,0.23071747313240065,0.0049519246816765285,0.6725951454090756,0,,
BEARING_Normal_3,Normal_3_features,2048,2048,0.065676383367614,0.2219667692307692,0.4126412307692307,2.842649263555955,3.379704512426675,0.3120108546902304,0.23160256255619374,-0.0016981512904790184,0.7069782225287227,0,,
BEARING_B014_1,B014_1_features,2048,2048,0.1804439661390219,1.16124874251497,2.2994316966067863,7.432378415223537,6.435508858267155,0.28665534599629916,0.23064099815011957,0.0011072333212567786,0.5759408045147971,1,,
BEARING_IR007_2,IR007_2_features,2048,2048,0.3016435485500729,1.4511954491017964,2.65727628742515,5.4627305420994485,4.810961335233352,0.26288798285006293,0.2133060395527974,-0.001059704600317028,0.5597808601933236,1,,
BEARING_B007_3,B007_3_features,2048,2048,0.1465150036614562,0.4712243113772455,0.8945302594810379,2.6267661393057167,3.216218814442104,0.23128384226693574,0.20362879387491942,-0.005879723784116519,0.7177880522479008,0,,
BEARING_OR0076_0,OR0076_0_features,2048,2048,0.6883959933614409,3.325047105788423,6.407659780439122,7.735081912996409,4.830137214406744,0.29086558019047626,0.24207315576524976,-0.0034487490748373937,0.5082138675518079,1,,
BEARING_IR007_1,IR007_1_features,2048,2048,0.2948448501966986,1.5808186826347306,2.7276106986027946,5.3428314743464975,5.361527194979882,0.3068548478457168,0.235830681287034,-0.00039922722816405367,0.5606873533071068,1,,
BEARING_IR014_3,IR014_3_features,2048,2048,0.1800435846476067,1.6050215169660678,3.1564394411177643,18.02258940997368,8.914627644737287,0.2577001978981643,0.19984229891026398,-0.005392216328636947,0.5759941887136524,1,,
BEARING_OR0216_2,OR0216_2_features,2048,2048,0.5791300190900883,5.398531536926148,10.242347105788422,20.96384639687866,9.321795380938529,0.26476387534421497,0.21064807992259418,0.002624440040565806,0.5227826641213216,1,,
