start_sample,window_length,rms,peak,peak_to_peak,kurtosis,crest_factor,source_file
0,2048,0.152269683752976,1.0021883076923075,1.957020923076923,12.054401283421196,6.581666704657741,B014_1_190_features
2048,2048,0.1202552684121849,0.4514436923076923,0.8728467692307692,4.164750508708025,3.754045026589416,B014_1_190_features
4096,2048,0.093473685596591,0.302700923076923,0.5893384615384615,3.0173722290004075,3.238354421800225,B014_1_190_features
6144,2048,0.1716715987086431,0.7345347692307692,1.4446615384615384,4.929558839578531,4.2787203867841015,B014_1_190_features
8192,2048,0.1099424123894245,0.4695932307692307,0.8893273846153846,4.024106525962615,4.2712654794368525,B014_1_190_features
10240,2048,0.3131599898341803,2.1030516923076923,3.883792615384616,14.66826167740411,6.715582323957005,B014_1_190_features
12288,2048,0.1385156900531821,0.762072,1.251275076923077,6.243772955193444,5.501701646231602,B014_1_190_features
14336,2048,0.1216923131152986,0.6323132307692307,1.138414153846154,5.542512509745106,5.195999768407253,B014_1_190_features
16384,2048,0.0931168303912101,0.310836923076923,0.5789076923076923,2.946361468054784,3.3381389998743627,B014_1_190_features
18432,2048,0.2790789965331307,1.4799175384615384,2.613742153846154,6.7736962202206525,5.302862475645129,B014_1_190_features
20480,2048,0.1994908502044019,1.2012073846153846,2.2438670769230766,10.543812959736494,6.0213658089009305,B014_1_190_features
22528,2048,0.1583690952721804,0.7234781538461538,1.3781132307692308,5.3853961690146175,4.568303889077491,B014_1_190_features
24576,2048,0.0882228446230737,0.2949821538461538,0.5889212307692308,2.841154536494176,3.343602840093196,B014_1_190_features
26624,2048,0.1417326210449521,0.8313323076923077,1.601748923076923,8.603482834473848,5.865497311467737,B014_1_190_features
28672,2048,0.0936544771268134,0.3752990769230769,0.6442043076923076,3.207069054724482,4.007273207140899,B014_1_190_features
30720,2048,0.119753114952836,0.6079052307692308,1.134033230769231,6.047188417205488,5.076320820578016,B014_1_190_features
32768,2048,0.0847936782471947,0.3538116923076923,0.6750793846153846,3.54626301491136,4.172618756696343,B014_1_190_features
34816,2048,0.1103765237799955,0.3642424615384615,0.6805033846153845,2.7238950875571417,3.2999993935411136,B014_1_190_features
36864,2048,0.0825286902865767,0.2597261538461538,0.507144,2.917182024636955,3.1471013648843877,B014_1_190_features
38912,2048,0.2344938751221516,1.2669212307692306,2.305408615384615,8.70735791507925,5.402790286543169,B014_1_190_features
