start_sample,window_length,rms,peak,peak_to_peak,kurtosis,crest_factor,source_file
0,2048,0.2082799755382684,0.7370381538461539,1.4538406153846155,3.503824034103759,3.5386894584457784,IR014_1_175_features
2048,2048,0.1981777248775265,0.7941987692307692,1.478665846153846,3.716544036764194,4.007507754555035,IR014_1_175_features
4096,2048,0.2004958527768666,0.90852,1.7611310769230768,3.962805187350467,4.531365549024933,IR014_1_175_features
6144,2048,0.1728365379749481,0.7107526153846154,1.3891698461538462,4.519905299361582,4.112282181233713,IR014_1_175_features
8192,2048,0.2018334180975308,0.8288289230769231,1.5869372307692309,3.752634551590565,4.106499958655539,IR014_1_175_features
10240,2048,0.1929545996621613,1.154268923076923,1.9872701538461537,5.689942677700356,5.982075188111179,IR014_1_175_features
12288,2048,0.2040406371536401,0.7593599999999999,1.5093323076923078,3.5550827636501365,3.721611589678038,IR014_1_175_features
14336,2048,0.1777807056418997,0.911857846153846,1.5153821538461538,4.506613150179327,5.129115911967717,IR014_1_175_features
16384,2048,0.1951155720478234,0.7057458461538462,1.3324264615384616,3.4091365013175787,3.617065715171359,IR014_1_175_features
18432,2048,0.1788131550695262,0.6602676923076923,1.305515076923077,3.49166927352633,3.692500655487422,IR014_1_175_features
20480,2048,0.2105944107753888,0.7808473846153846,1.5120443076923076,3.3640866896495765,3.707825776271412,IR014_1_175_features
22528,2048,0.1816938093229252,0.8532369230769231,1.4271378461538462,3.81571692595395,4.69601538022556,IR014_1_175_features
24576,2048,0.1898946045288814,0.7731286153846153,1.4300584615384615,3.8457678191528384,4.071356410039324,IR014_1_175_features
26624,2048,0.187203918568868,0.7614461538461539,1.452588923076923,3.670786053544364,4.0674690982067645,IR014_1_175_features
28672,2048,0.1989907103857384,0.8953772307692308,1.5988283076923078,3.7344890233026673,4.499593116829751,IR014_1_175_features
30720,2048,0.1965593252078447,0.9337624615384617,1.5869372307692309,3.8709288498337,4.750537582210035,IR014_1_175_features
32768,2048,0.1862165156084588,0.8302892307692308,1.6009144615384616,4.520572796966976,4.45873035510206,IR014_1_175_features
34816,2048,0.1873096753398976,0.7065803076923076,1.339310769230769,3.5859090948622026,3.772257393572189,IR014_1_175_features
36864,2048,0.2120231241695619,0.9087286153846156,1.7043876923076922,3.624985225480068,4.28598823330982,IR014_1_175_features
38912,2048,0.1850248302342939,0.8492732307692307,1.6507735384615383,4.351361504347185,4.590050047278626,IR014_1_175_features
40960,2048,0.1883205732856987,0.7973279999999999,1.357668923076923,3.681248940851768,4.233886856249901,IR014_1_175_features
43008,2048,0.1829972292209818,0.6748707692307692,1.3276283076923074,3.554827880268128,3.687874248697656,IR014_1_175_features
45056,2048,0.226753192084562,0.9727735384615384,1.8462461538461536,3.7663472112601832,4.290010339058321,IR014_1_175_features
47104,2048,0.1966502449267504,0.9804923076923076,1.7033446153846152,4.227129133139702,4.985970437273251,IR014_1_175_features
49152,2048,0.1927150813330971,0.8747243076923077,1.5721255384615382,3.83411968555226,4.538950982128156,IR014_1_175_features
51200,2048,0.1727283712984374,0.8104707692307692,1.456969846153846,4.157040821732983,4.692169347360764,IR014_1_175_features
53248,2048,0.2251239295403047,0.9216627692307692,1.8262190769230768,4.046025636929141,4.094023994289185,IR014_1_175_features
55296,2048,0.2065711583579494,0.8891187692307693,1.7755255384615385,4.610518470417533,4.304176712248412,IR014_1_175_features
57344,2048,0.1957747358576121,0.7447569230769231,1.488888,3.59806851951136,3.8041523581203256,IR014_1_175_features
59392,2048,0.182693085579314,0.7349519999999999,1.3931335384615384,3.988199443819663,4.022878028828881,IR014_1_175_features
61440,2048,0.2072826233490749,0.8300806153846153,1.5660756923076922,4.131062197449152,4.00458370300877,IR014_1_175_features
63488,2048,0.2010482043520604,0.7612375384615384,1.4974412307692306,3.661985544203305,3.786343384220086,IR014_1_175_features
65536,2048,0.197724725697248,0.8131827692307693,1.533323076923077,3.470805093742173,4.112701465934944,IR014_1_175_features
67584,2048,0.1809459065334885,0.8021261538461537,1.480960615384615,4.084127044130042,4.432961039067592,IR014_1_175_features
69632,2048,0.1987085766731267,0.8386338461538462,1.6743470769230768,4.059253256655894,4.220420981270319,IR014_1_175_features
71680,2048,0.184142020302488,0.7948246153846155,1.5005704615384616,4.619895983539883,4.316367410733571,IR014_1_175_features
73728,2048,0.1994200360156088,1.088555076923077,1.670592,4.205749525692649,5.458604354240594,IR014_1_175_features
75776,2048,0.1865066007275293,1.1371624615384617,2.039424,5.398722430794277,6.097170057770041,IR014_1_175_features
77824,2048,0.194843887926715,0.8033778461538461,1.535617846153846,4.200504834969035,4.12318731009869,IR014_1_175_features
79872,2048,0.1906628940554464,0.8544886153846153,1.518928615384615,4.12928724414577,4.481672323360628,IR014_1_175_features
81920,2048,0.2123320736863436,0.8002486153846153,1.5771323076923078,3.832809910425383,3.76885414194641,IR014_1_175_features
83968,2048,0.1877717959864221,0.7410018461538461,1.3724806153846152,3.7027441745972975,3.946289389507049,IR014_1_175_features
86016,2048,0.1936446986908199,0.8455181538461538,1.576923692307692,3.9642685389658503,4.366337728624176,IR014_1_175_features
88064,2048,0.1891785778598551,0.7059544615384615,1.4062763076923075,4.382843441598952,3.7316828867257152,IR014_1_175_features
90112,2048,0.2350428964821297,0.9381433846153846,1.764468923076923,3.5866619366958385,3.991370931232207,IR014_1_175_features
92160,2048,0.1857265293435744,0.9103975384615384,1.5990369230769228,4.486655921717839,4.901817428421857,IR014_1_175_features
94208,2048,0.2079445266027268,1.0537163076923075,1.8946449230769231,4.366423321139981,5.067295229656806,IR014_1_175_features
96256,2048,0.1713899572354715,0.6800861538461539,1.2721366153846154,3.7840819349821753,3.9680630348009234,IR014_1_175_features
98304,2048,0.1970313319030241,0.8359218461538461,1.6228190769230768,4.445862070844234,4.242583339796087,IR014_1_175_features
100352,2048,0.2016933954775553,0.941689846153846,1.78992,4.25918486861347,4.668917610908928,IR014_1_175_features
102400,2048,0.1985465505042159,0.7639495384615383,1.5097495384615385,3.602786205634174,3.847709952742136,IR014_1_175_features
104448,2048,0.1943308747056222,0.9932178461538462,1.9369938461538465,5.164641127174315,5.110962669484656,IR014_1_175_features
106496,2048,0.2150553993571255,0.8319581538461538,1.6052953846153846,3.8230416640856726,3.868575987067956,IR014_1_175_features
108544,2048,0.181593987715645,0.8206929230769231,1.3954283076923075,3.814126844740684,4.51938378244941,IR014_1_175_features
