start_sample,window_length,rms,peak,peak_to_peak,kurtosis,crest_factor,source_file
0,2048,0.2812198285436028,1.5481347692307692,3.02429723076923,7.785586975707904,5.505069742922582,IR007_1_110_features
2048,2048,0.2977696508320073,1.3945938461538463,2.7570609230769234,6.858642262065583,4.683465364090952,IR007_1_110_features
4096,2048,0.2699811173074686,1.5725427692307692,2.9715175384615384,7.962635028195741,5.824639830029486,IR007_1_110_features
6144,2048,0.2767150739425242,1.4327704615384615,2.594132307692308,7.427804595137624,5.177782478994552,IR007_1_110_features
8192,2048,0.2703371506037099,1.5168424615384617,2.8017046153846152,7.587055985398335,5.610928642790965,IR007_1_110_features
10240,2048,0.291967377878071,1.5007790769230769,2.7860584615384614,7.239020649372073,5.140228637271524,IR007_1_110_features
12288,2048,0.2593905324349945,1.4482080000000002,2.761441846153846,7.58579907702585,5.583118190165057,IR007_1_110_features
14336,2048,0.3015565361286444,1.3457778461538463,2.5741052307692307,6.665593627258129,4.4627712714383785,IR007_1_110_features
16384,2048,0.2663610885508224,1.5689963076923077,3.0028098461538457,8.083878482117932,5.890486167565907,IR007_1_110_features
18432,2048,0.2902020219381944,1.3981403076923076,2.74767323076923,7.063094433723398,4.817817251408599,IR007_1_110_features
20480,2048,0.2734586249089009,1.5473003076923078,2.995091076923077,8.029237703769862,5.658261128907937,IR007_1_110_features
22528,2048,0.2948316351139281,1.5066203076923077,2.821314461538461,6.983009705777655,5.11010396528518,IR007_1_110_features
24576,2048,0.2814736826224646,1.5260215384615383,3.005730461538461,8.09499736444479,5.4215425194935225,IR007_1_110_features
26624,2048,0.2758886485896193,1.282150153846154,2.559710769230769,7.04770670521102,4.64734653055149,IR007_1_110_features
28672,2048,0.2635161274978171,1.4594732307692309,2.748507692307692,7.656165716832403,5.538458858749668,IR007_1_110_features
30720,2048,0.2911736740804754,1.371646153846154,2.540518153846154,7.058186100468869,4.710749205514863,IR007_1_110_features
32768,2048,0.2862811734094538,1.6067556923076922,3.098564307692308,8.111527580944902,5.612509104830363,IR007_1_110_features
34816,2048,0.2766977336707204,1.4194190769230768,2.7236824615384614,7.187604115482417,5.129854365222605,IR007_1_110_features
36864,2048,0.2708514188851273,1.447164923076923,2.7979495384615385,7.564268670319707,5.343021384301285,IR007_1_110_features
38912,2048,0.2904766897508677,1.402104,2.69844,6.905115102331953,4.826907113261693,IR007_1_110_features
40960,2048,0.2835360362279804,1.500361846153846,2.974855384615384,7.9325602463769,5.291609017705853,IR007_1_110_features
43008,2048,0.2742046424885266,1.390212923076923,2.543230153846153,6.940084388934412,5.069983171893315,IR007_1_110_features
45056,2048,0.2949169870818897,1.5562707692307691,2.9934221538461534,8.157110314149921,5.27697907341418,IR007_1_110_features
47104,2048,0.2747941188772931,1.4680264615384615,2.686340307692308,7.098953668290586,5.342277584145291,IR007_1_110_features
49152,2048,0.2781459310626778,1.619689846153846,2.932089230769231,8.031948932726113,5.823165702837622,IR007_1_110_features
51200,2048,0.2810636079862353,1.3480726153846154,2.639610461538462,6.893511141400257,4.796325732237234,IR007_1_110_features
53248,2048,0.2881644003554498,1.466148923076923,2.7941944615384613,7.317746493254678,5.087890527988001,IR007_1_110_features
55296,2048,0.2787338478380918,1.3505759999999998,2.6352295384615383,6.9167956011483,4.845396461428911,IR007_1_110_features
57344,2048,0.2812122381564242,1.4567612307692306,2.831328,7.913105268718923,5.1802910154775255,IR007_1_110_features
59392,2048,0.2729462077167802,1.4062763076923075,2.6955193846153844,7.819228633166302,5.152210464658163,IR007_1_110_features
61440,2048,0.2917359857040539,1.463436923076923,2.870964923076923,7.608046803811238,5.016305820278417,IR007_1_110_features
63488,2048,0.2772236382681551,1.3943852307692308,2.582032615384615,6.757089495802589,5.029820831567864,IR007_1_110_features
65536,2048,0.2933810239780031,1.5894406153846157,3.049122461538462,7.370530321335491,5.417666738726665,IR007_1_110_features
67584,2048,0.2717452017461579,1.3130252307692305,2.6018510769230767,6.958048799969655,4.831824894523507,IR007_1_110_features
69632,2048,0.2785229710195872,1.4505027692307693,2.82360923076923,7.735812569750727,5.20783892228248,IR007_1_110_features
71680,2048,0.2712720374919706,1.4154553846153843,2.719718769230769,7.433026633426326,5.217844779346498,IR007_1_110_features
73728,2048,0.3002593690818472,1.5664929230769231,2.927082461538461,7.044633414575968,5.2171325339883,IR007_1_110_features
75776,2048,0.2731513292328935,1.442992615384615,2.705741538461538,7.659312549404077,5.282758899368242,IR007_1_110_features
77824,2048,0.2760268135827618,1.5243526153846154,2.853858461538461,8.039039945377166,5.52248020977876,IR007_1_110_features
79872,2048,0.2682580493736405,1.2973790769230769,2.418060923076923,6.975345803732117,4.836309963289114,IR007_1_110_features
81920,2048,0.2898929486347241,1.610302153846154,2.876180307692308,7.043359503142421,5.554816567372392,IR007_1_110_features
83968,2048,0.275496355807851,1.303428923076923,2.5457335384615383,7.1167271609060805,4.731202048934859,IR007_1_110_features
86016,2048,0.2802567632427201,1.4490424615384614,2.8254867692307686,7.429410140897628,5.170410322188474,IR007_1_110_features
88064,2048,0.2761498762048402,1.3518276923076924,2.649624,7.698820665974317,4.895268145259095,IR007_1_110_features
90112,2048,0.2810723582608083,1.407528,2.7046984615384613,6.728796020382752,5.007706943167072,IR007_1_110_features
92160,2048,0.2781367658093027,1.371228923076923,2.6475378461538464,7.536347836249381,4.9300527353228105,IR007_1_110_features
94208,2048,0.2839457567574859,1.3883353846153843,2.742666461538461,7.072319377615488,4.889438745148261,IR007_1_110_features
96256,2048,0.2853763437730124,1.4148295384615384,2.682376615384616,7.315803034420307,4.957767416005344,IR007_1_110_features
98304,2048,0.2728449107041116,1.4413236923076924,2.8542756923076924,6.997109307021421,5.2825749565307545,IR007_1_110_features
100352,2048,0.2745801267942003,1.3699772307692308,2.5741052307692307,7.40521719415458,4.989353187206621,IR007_1_110_features
102400,2048,0.2860497013910593,1.4703212307692308,2.836752,7.437301445240386,5.14009007390646,IR007_1_110_features
104448,2048,0.2885066562375961,1.4192104615384615,2.7530972307692307,7.530100956335239,4.919160202545792,IR007_1_110_features
106496,2048,0.2706448870663906,1.470947076923077,2.683628307692308,6.753404323710695,5.434970868512328,IR007_1_110_features
