equipment_id,equipment_type,timestamp,operating_hours,motor_speed_rpm,flow_rate_m3h,discharge_pressure_bar,suction_pressure_bar,motor_power_kw,temperature_c,vibration_rms_mms,vibration_peak_mms,freq1_amp,freq2_amp,bearing_freq_amp,pipe_thickness_mm,thickness_loss_mm,corrosion_rate_mm_year,remaining_life_years,last_maintenance_date,maintenance_type,downtime_hours,replaced_components,equipment_condition,days_to_failure,maintenance_urgency,bearing_condition,seal_degradation,installation_date,design_lifetime_years,criticality_level
COMP_001,Screw Compressor,2022-01-01 00:00:00,0.0,1785.6456154895614,,12.611421534935292,3.314596047306927,164.4131555894424,80.33578045509799,1.6972102099413844,3.2063230423195,1.1232106028807636,0.0129691560269733,0.0694497421658589,,,,,,,0.0,,Normal,360.78125,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 00:15:00,0.25,1688.295523112944,191.8527127126112,15.084914936096425,1.0516621126125762,96.12216058207366,82.43588656951216,1.6985423632835608,3.675661590417519,,0.3646878850379115,0.0226788223684532,,,,,,,0.0,,Normal,360.7708333333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 00:30:00,0.5,1980.7129081780745,258.2095476623497,15.525485627476815,3.15631397387078,224.96411196200407,82.8413498390228,1.3468167284888186,3.5376961763839367,1.2972358452457478,0.3677694859250369,0.1032523542924254,,,,,,,0.0,,Normal,360.7604166666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 00:45:00,0.75,1499.9529942575266,255.18910786049625,13.395066751802691,2.574747819476057,162.39749245425216,81.92549208880749,1.2079073255944544,2.9309874988160205,0.9221839213619866,0.2787989261381469,0.1434609287981778,,,,,,,0.0,,Normal,360.75,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 01:00:00,1.0,,155.62432797221146,6.973203258718174,2.0173005540657,192.52099501611457,78.00072704435372,1.5162355775343666,3.179795877797973,0.2781297915142632,0.281540382657871,0.0560928874219694,,,,,,,0.0,,Normal,360.7395833333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 01:15:00,1.25,1864.0146188587405,221.27486726673104,8.331109726903541,3.089527244947436,109.27787165116789,79.67238724310897,1.927718416290401,2.94744096473729,1.492374131661511,0.4175183017269879,0.1385310099302174,,,,,,,0.0,,Normal,360.7291666666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 01:30:00,1.5,,89.04758126997652,12.466281549833838,1.082608728129522,220.08318111750327,79.8290647870795,1.6310060544382343,3.6420479301868527,1.5983584256833987,0.2660288907014967,0.0410290804562768,,,,,,,0.0,,Normal,360.71875,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 01:45:00,1.75,1800.0553399075168,274.9491553807304,14.5340977951333,1.7966963685511574,246.66624387022588,,1.368534653503581,2.834211195552893,1.3793431911192244,0.1762116298849793,0.1147312907840921,,,,,,,0.0,,Normal,360.7083333333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 02:00:00,2.0,,164.52233031290922,16.198238849277015,1.8704867851317952,149.01167430576345,82.79747218269065,1.476728061913127,3.690826869695724,0.808757175508,0.2921845817318935,0.0855993544982399,,,,,,,0.0,,Normal,360.6979166666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 02:15:00,2.25,1680.2616478516543,157.40822288901217,19.53139469296083,2.839613686395106,,79.010689056991,2.0371638631207074,5.91541514260349,1.330766650792876,0.1850060153113144,0.1380751850704481,,,,,,,0.0,,Normal,360.6875,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 02:30:00,2.5,1949.9807307196284,259.09273265217064,11.309723798861356,2.389973262844052,135.86849815342867,81.779515713406,1.6164751374002966,2.478554133205387,0.7298771419460399,0.1553026238687397,0.1811043069619096,,,,,,,0.0,,Normal,360.6770833333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 02:45:00,2.75,,258.1511510977475,12.700561065340803,2.2075413307496525,199.74247756776856,79.54453057732626,2.075455982108948,3.1485592613649094,0.8574721356325656,0.2001978625071521,0.0953637775467066,,,,,,,0.0,,Normal,360.6666666666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 03:00:00,3.0,1801.942720501017,129.37131341781082,18.348020660132757,,213.2556313488745,77.43645300541863,1.7766079868736542,3.952530826344263,0.1532302859019833,0.4336795686755089,0.0083387549957,,,,,,,0.0,,Normal,360.65625,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 03:15:00,3.25,1839.02803395257,130.92308258435366,,2.903438664687981,97.78127889410098,81.35692355028851,,2.42252060013686,,0.2432119717261238,0.0363686500548363,,,,,,,0.0,,Normal,360.6458333333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 03:30:00,3.5,1793.468066561849,185.49804186703005,7.948457619373419,3.8660133574069846,237.5968675823505,79.88810957606275,1.4600131661802018,2.4925372221705238,0.7919240117086083,0.2402475951411471,,,,,,,,0.0,,Normal,360.6354166666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 03:45:00,3.75,1786.830338408762,258.3485840035171,8.718262521148555,3.99328994107185,176.21183078906128,79.18788310740894,1.2221666545007566,2.867336289711984,0.4108717115652469,0.708652472498939,,,,,,,,0.0,,Normal,360.625,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 04:00:00,4.0,1572.494797188695,183.3056348041326,17.95942613086278,1.0182166931169687,240.6353352867636,79.48442545810798,1.168773627204872,1.958453753148192,0.7573065961889505,0.2541761749731072,0.0918437313248753,,,,,,,0.0,,Normal,360.6145833333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 04:15:00,4.25,1889.3537456100728,116.04753113413452,13.939494116236492,3.871388545694234,178.59936050968534,79.51731060522904,2.1711771241148456,4.337242697524604,0.8094084091456472,0.1943298315463859,0.2153600245798479,,,,,,,0.0,,Normal,360.6041666666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 04:30:00,4.5,1720.6301776079265,162.06721119740263,15.825545658327282,2.9098572724194978,215.2684417054648,80.54377532725596,1.3895856772019175,2.8444943018201583,0.6533870516091452,0.1954889004964291,0.0856589993450621,,,,,,,0.0,,Normal,360.59375,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 04:45:00,4.75,1916.7224453098092,161.7535545416082,7.711481424611534,1.154653372778691,182.68380340563905,79.61457510815873,0.9091020198041844,1.888083425687432,0.4318525799124838,0.1960138576019454,0.1265397689062976,,,,,,,0.0,,Normal,360.5833333333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 05:00:00,5.0,1939.7657930337368,141.0696353122396,12.242174049512704,2.8071640956670323,222.0551553887831,81.0175304134439,1.363363071915002,,1.10067458730763,0.638969225536288,0.0368795257053634,,,,,,,0.0,,Normal,360.5729166666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 05:15:00,5.25,,,15.799683499189282,,,81.23612903466272,1.6420330275786,4.070142628807366,1.461457981396661,0.1780404132139646,0.126090325094714,,,,,,,0.0,,Normal,360.5625,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 05:30:00,5.5,1768.471345691742,135.40663884119215,9.11680104829902,3.623019564009129,191.37228024728267,80.79071200279348,1.371179992221748,2.819569163233744,0.590981124196127,0.2780396496120646,,,,,,,,0.0,,Normal,360.5520833333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 05:45:00,5.75,1824.787900742752,,19.62033672008748,1.066739024229402,232.53541122953956,79.9578427582608,1.708550079721379,2.790547300721597,0.2133486199106643,0.1897769132847643,0.1148849352769435,,,,,,,0.0,,Normal,360.5416666666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 06:00:00,6.0,1882.7989740417245,277.710599922792,12.589065100049282,1.842462244560383,156.74339886508258,,1.500661306651659,3.041292305152163,,0.2707444061105307,0.0640329877268368,,,,,,,0.0,,Normal,360.53125,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 06:15:00,6.25,1886.0386936631476,242.42353560565,16.810587611193434,3.2107293742363887,215.5662883668286,80.10138473145636,0.9203572688298438,2.505523229161328,0.6615113364990501,0.6300930148736625,0.2171527610801133,,,,,,,0.0,,Normal,360.5208333333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 06:30:00,6.5,1937.1664292401888,62.38602510900769,11.326153760001125,,128.1658141079912,78.9283236485566,1.1979002972142754,2.710745158084103,0.874025635340696,0.3698732398651706,0.0562530459761258,,,,,,,0.0,,Normal,360.5104166666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 06:45:00,6.75,2111.637685950221,211.51970728656028,14.732227591879774,3.182480229941484,172.0676458762301,79.73966758518688,1.363322087547034,4.071567339622787,,0.2224679380889313,0.1016653265668328,,,,,,,0.0,,Normal,360.5,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 07:00:00,7.0,1629.953361540137,62.09513028631054,9.87787867239322,1.872980653085964,176.35484898304222,80.59692230028777,1.5699089090639329,3.9509469140746063,0.7687239847375652,0.1676580790634212,0.1153172532748599,,,,,,,0.0,,Normal,360.4895833333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 07:15:00,7.25,1908.948752696623,96.94839713862584,17.424194017741844,1.0922965743004482,231.9376786977036,79.55884372544476,1.4598274298297027,3.276386824196593,1.4357483516154066,0.4655393508607369,0.180334788244159,,,,,,,0.0,,Normal,360.4791666666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 07:30:00,7.5,1821.016605389416,268.04615211854536,12.420921211224416,,235.9182789399571,,1.245255346110524,3.200130940762993,1.3657915554207525,0.4026180141333785,0.0965904983558144,,,,,,,0.0,,Normal,360.46875,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 07:45:00,7.75,1824.394429634914,252.22905905022475,10.370487799982609,1.349982541290962,139.28310693749748,81.63493571582758,1.7497184541589148,3.546355849971762,0.6476905878981524,0.3925096776416203,,,,,,,,0.0,,Normal,360.4583333333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 08:00:00,8.0,1815.127027201635,271.91674005429604,19.131702198079196,2.1742565380616994,245.623604961878,80.98775625011962,1.6921169427847316,3.053307533095676,0.5831204238311266,0.2155396650549954,0.117558148047085,,,,,,,0.0,,Normal,360.4479166666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 08:15:00,8.25,2095.787671815521,,10.844236196851766,3.294779643238526,128.60984078965222,78.11355548636081,0.7047508496965467,,0.9391243556455124,0.4772186512421881,0.1503090279166042,,,,,,,0.0,,Normal,360.4375,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 08:30:00,8.5,1559.9692392390705,292.55268032203134,11.715952707792274,1.3463302495046925,136.61957638622314,79.8979473716075,1.7184968658257782,4.3757421890447965,0.977198531240396,0.1340922284683215,0.0087068378891957,,,,,,,0.0,,Normal,360.4270833333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 08:45:00,8.75,,201.16485998204612,18.671721945270424,2.415569369396579,130.23489487356147,79.37731317754161,1.0438092919327742,2.672983518220497,0.8374198024652922,0.0568590481469014,0.0745288546492581,,,,,,,0.0,,Normal,360.4166666666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 09:00:00,9.0,,82.3542828047636,6.504164603001335,1.2444196652035575,242.29333993511844,82.86254653193048,,2.143186748026281,0.8752777718525206,0.2586985834347413,0.1665629416149019,,,,,,,0.0,,Normal,360.40625,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 09:15:00,9.25,1756.548925509861,235.31685027549017,13.988457787057246,2.9586650755077644,108.62118631586064,79.5651350704683,1.5339069522506754,3.795320441352943,1.1698404609740574,0.3203134073345882,0.181875964855004,,,,,,,0.0,,Normal,360.3958333333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 09:30:00,9.5,1962.4752729534011,155.68097402579656,7.555535812472719,3.907310397507684,221.06946027506936,78.39106119878913,1.316264116499409,2.042295692781754,0.7398982152989221,0.1777567467394843,0.1394083724997794,,,,,,,0.0,,Normal,360.3854166666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 09:45:00,9.75,1670.566879221698,145.14782685873467,9.303592381900584,3.93279377428736,116.70557874442484,81.31484209367035,1.3682095123421618,3.3021303135088966,0.3449597725862153,0.1476463737035587,0.1262758499080417,,,,,,,0.0,,Normal,360.375,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 10:00:00,10.0,1873.486543548968,281.04697432839805,9.720752918289088,2.10337883259453,159.16426356283102,75.7524450514979,1.5754839385507045,3.952873085828773,0.5554558446867621,0.4413595174114188,0.0911951790761105,,,,,,,0.0,,Normal,360.3645833333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 10:15:00,10.25,1843.8556594747456,50.86889658679942,9.74635962417685,2.283745570400088,90.4511871121858,,1.853742940451624,3.670424213759464,1.3183468471558684,,0.1109516382542867,,,,,,,0.0,,Normal,360.3541666666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 10:30:00,10.5,1949.0021625958957,241.3898385867968,8.057525071856068,2.663119535807033,102.03394404163612,,1.6595193191018756,4.109533109061117,1.1054870544773134,0.2347357031716657,0.0406837205495082,,,,,,,0.0,,Normal,360.34375,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 10:45:00,10.75,1925.2669812132667,,13.453063372944577,2.2573160204810945,123.75565514168728,81.04821678828267,1.7065522671415363,,1.2588574604807028,0.3388241734783973,0.1055997454426554,,,,,,,0.0,,Normal,360.3333333333333,Low,Normal,Low,2020-01-15,20,High
