equipment_id,file_source,start_sample,window_length,rms,peak,peak_to_peak,kurtosis,crest_factor,rolling_mean_rms,rolling_std_rms,rms_trend_slope,health_index,is_anomaly,operating_speed_rpm,load_percent
BEARING_001,B007_0_features.csv,0,2048,0.1346015676339848,0.4817825948103792,0.9344893013972057,2.901971768844384,3.5793238019105886,0.1346015676339848,,0.0,0.6918559474310303,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,2048,2048,0.1397956522489914,0.5090716966067864,1.0036866666666666,3.078723439663376,3.641541696135387,0.13719860994148808,0.0036727724533279064,0.0,0.6734882357337968,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,4096,2048,0.1335874243804039,0.432239880239521,0.8474240718562874,2.602794869651753,3.235633011423573,0.1359948814211267,0.003330392739476295,-0.0005070716267904368,0.7219088564507707,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,6144,2048,0.1400449033024872,0.5204421556886227,0.977209740518962,3.097465559921639,3.71625202640033,0.13700738689146683,0.003390429644746959,0.0010121779136919751,0.671580790234171,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,8192,2048,0.1414071467483132,0.4876302594810379,0.917758483033932,2.86481331694826,3.448413115537289,0.1378873388628361,0.003534520793766477,0.0013860409282152625,0.6946643820720656,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,10240,2048,0.1439013159560478,0.5258025149700598,1.0384477844311375,3.1218324045265646,3.653910400145356,0.13888966837837138,0.004002781100626569,0.001651162972296107,0.6686299174198704,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,12288,2048,0.1391141315378419,0.475447624750499,0.9073626347305388,2.9601468131275364,3.4176802851818806,0.13892173454401005,0.0036550072670874945,0.001056026481914052,0.6854367678155341,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,14336,2048,0.1342374982368211,0.4564427145708583,0.8664289820359281,3.004967353092128,3.400262374990064,0.13833620500561142,0.0037674125223262217,0.0003136646290102905,0.6816049315925443,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,16384,2048,0.1287224315254035,0.4655390818363273,0.92961624750499,2.881676421132708,3.616611932480751,0.13726800795225497,0.004763258021291963,-0.0004213529917066579,0.6946693670166755,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,18432,2048,0.1415175748908361,0.5579646706586827,1.070122634730539,3.0382214011756044,3.942723517451051,0.13769296464611308,0.004687595368726454,-7.464397913678058e-05,0.6773088498969947,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,20480,2048,0.1335646717255421,0.4736608383233533,0.8716269061876247,2.859965529792997,3.546303316591964,0.13758927505526883,0.004774242286677513,-0.00024363266256035806,0.6961948241239613,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,22528,2048,0.1386918060625895,0.445721996007984,0.8714644710578843,2.898473356718521,3.213758683073335,0.13747889043662861,0.004730117820565697,-0.00013455817224289297,0.6916604235198026,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,24576,2048,0.1360557237357344,0.4819450299401198,0.8760126546906188,2.7979753180167832,3.5422620725069627,0.1377257203721617,0.004566043468291302,-0.0001511018590162555,0.7020617050335571,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,26624,2048,0.1485298739104752,0.5157315369261477,0.9437481037924152,2.8387816240161667,3.4722411279600696,0.13857421743296047,0.0056939580861571385,0.0001992207388335466,0.6963178544103199,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,28672,2048,0.1403715313441808,0.5670610379241517,0.9997882235528942,2.984137719757632,4.039715407319448,0.13847065589254723,0.005645923082144042,0.00021799134480771898,0.6828700238450127,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,30720,2048,0.1381024327148727,0.5193051097804391,0.9754229540918165,3.121728622810048,3.7602893704909577,0.13789076756842972,0.005314224537808154,0.00017568880967023596,0.6694134800236788,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,32768,2048,0.1410900120499461,0.5920760479041917,1.0158693013972058,3.081831519434069,4.196441968481788,0.13808835561964014,0.005400791890652357,0.00020179276644653464,0.6730048464499336,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,34816,2048,0.1352014138687464,0.4954271457085829,0.9578799600798404,3.122297862472668,3.6643636447905754,0.13818474718283266,0.005332597805228194,0.00011326236861154735,0.6697433585702337,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,36864,2048,0.1427358711969291,0.4492955688622754,0.856358003992016,2.7723821124318526,3.14774110454159,0.13958609114998524,0.004313661208803558,0.00016707000425973247,0.7037303392638908,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,38912,2048,0.1357662148420748,0.4756100598802395,0.9279918962075848,3.03022113096818,3.503154746046156,0.1390109551451091,0.004409863547202945,0.00010431947653035259,0.6788757249242386,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,40960,2048,0.1424812798415461,0.4642396007984031,0.9078499401197604,2.762826564398796,3.2582497947198887,0.13990261595670953,0.004075027319984165,0.00010409304155186568,0.7047198395812475,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,43008,2048,0.1395187348201296,0.4642396007984031,0.8695152495009979,2.824361702957347,3.3274355690910102,0.13998530883246352,0.004056072976796293,0.0001317072058915013,0.698961331728248,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,45056,2048,0.1399523361467429,0.4419859880239521,0.8756877844311377,2.773158008023813,3.158117972088458,0.14037497007356436,0.0038167269467624006,6.790744152665497e-05,0.7040238877113862,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,47104,2048,0.1283546958430802,0.4423108582834331,0.8586320958083832,3.0217150432367137,3.4460044907179195,0.13835745226682486,0.004325472308917997,-6.91840009874547e-05,0.6807145362305846,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,49152,2048,0.1407088160349181,0.6070200798403194,1.0423462275449102,2.908284165710637,4.31401597242754,0.1383911807358986,0.004344196859678255,9.300354187217686e-06,0.6904104079576139,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,51200,2048,0.1347950739377463,0.5297009580838323,1.000925269461078,3.0924297248870247,3.9296759340370215,0.13806044485818597,0.0044920072681839,4.373441984531307e-05,0.6727843509862648,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,53248,2048,0.1389671701416087,0.5386348902195609,1.0563156487025949,3.148541144737415,3.875986606525925,0.13784816066735223,0.004381734705572695,7.587633447157738e-05,0.6666169295073773,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,55296,2048,0.1461237099934044,0.5495180439121756,1.0348742115768463,2.933629910558814,3.760635723889151,0.13894039027981803,0.004970425692016319,0.00013347605410171223,0.6871538476116646,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,57344,2048,0.136379031314542,0.4346764071856287,0.8519722554890219,2.9763348100767524,3.1872671553144545,0.13830470629157932,0.0048357479838124755,-5.308792502854557e-05,0.6841826481503859,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,59392,2048,0.1367563329195577,0.432889620758483,0.8464494610778444,3.0439052169907934,3.165408222886104,0.1384037180993276,0.004787896951292453,-4.374698566924988e-05,0.677375300578313,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,61440,2048,0.1364606633044691,0.4644020359281437,0.8714644710578843,2.857144665282106,3.4031934528163115,0.13780165644561992,0.0045927453030879225,-0.00015704229083273662,0.6960907783645268,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,63488,2048,0.1355663551913864,0.4699248303393213,0.9388750499001997,2.942842017781755,3.466382419682497,0.1374064184827456,0.004598621385822828,-0.00020651354804767435,0.6876402841963063,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,65536,2048,0.1313776232450071,0.4405240718562874,0.8542463473053892,2.7693882491450883,3.3531134219972727,0.136548947192572,0.0048629891697200165,-0.0003527462594752117,0.7055441586528235,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,67584,2048,0.1329761748612885,0.4484833932135728,0.8815354491017964,2.9352469715797365,3.372659754110288,0.13701109509439285,0.004167614733530855,-0.00027214751574458537,0.6887451461938545,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,69632,2048,0.1425706835863136,0.5790812375249501,1.0493309381237526,2.89418273883646,4.061713270598911,0.1371972818495324,0.004386980004917283,-0.00015991127578714079,0.6915723016381788,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,71680,2048,0.1302286120073039,0.4598538522954092,0.9003779241516966,2.967258426930454,3.531127647018821,0.13674063565648814,0.004875298750210249,-0.0002631252130484329,0.6859103423726474,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,73728,2048,0.1344627376215165,0.4853561676646706,0.8977789620758483,2.9374596070318395,3.609596057959444,0.13629019240447893,0.004854771004391267,-0.0002468390043535461,0.6883256742806139,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,75776,2048,0.1440228388562654,0.5105336127744511,0.9876055888223552,2.850634536249068,3.544810092796588,0.13608010529076503,0.004406732230586844,-0.00017699196068730985,0.6957335011942578,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,77824,2048,0.1448647565978211,0.4913662674650698,0.908986986027944,2.859355306825904,3.3918965454505066,0.13692867781909293,0.00521380207855799,1.0582294261901668e-05,0.6947491684377001,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,79872,2048,0.1344268226790419,0.5160564071856288,0.9824076646706588,3.32797409114174,3.838939260016048,0.13669572679504133,0.005274050768840012,-6.420532951860806e-05,0.6492790145286204,0,1753.8026,69.27479999999998
BEARING_001,B007_0_features.csv,81920,2048,0.1375654979925775,0.4661888223552894,0.9210071856287424,2.968558800088963,3.388849887179227,0.1368062102638522,0.005280148195872454,1.388673111602464e-05,0.6848020535920933,0,1753.8026,69.27479999999998
