start_sample,window_length,rms,peak,peak_to_peak,kurtosis,crest_factor
0,2048,0.1723083370622113,1.1726192015968064,2.2841627944111775,9.006715506228552,6.8053538301320335
2048,2048,0.10914958478573193,0.44945800399201596,0.8477489421157685,3.533245375768212,4.117816892022217
4096,2048,0.10897236623886727,0.4931530538922156,0.924905628742515,3.8491526562204372,4.52548724881957
6144,2048,0.1078864668166937,0.3398142914171657,0.6796285828343314,3.0669394563359464,3.149739735117872
8192,2048,0.21435699586449103,1.2278471457085829,2.358395648702595,7.85198986156418,5.7280479265489275
10240,2048,0.16169122888991702,1.130873373253493,2.1469051097804392,7.278083833498232,6.994030418412013
12288,2048,0.11394013951323949,0.5574773652694611,1.0498182435129741,4.193874253709442,4.892721455723611
14336,2048,0.11434696328865214,0.4595289820359281,0.8628554091816367,3.348846041807876,4.018724842494469
16384,2048,0.10938543780064142,0.4600162874251497,0.8602564471057885,3.4936025449531676,4.205461866499443
18432,2048,0.1051112671851519,0.41583393213572856,0.7772520958083833,3.499868631648924,3.9561309007842826
20480,2048,0.10825901112790011,0.4265546506986028,0.8380028343313374,3.6266602661124003,3.9401306759648813
22528,2048,0.10298536914051623,0.3490730938123752,0.6695576047904191,3.189829711289886,3.3895406378812916
24576,2048,0.10562806353513149,0.4401992015968064,0.8415764071856288,3.7759297569488197,4.16744553350853
26624,2048,0.1078755923551685,0.3669409580838323,0.7298210379241516,3.166905562240317,3.401519751310548
28672,2048,0.10542328208656211,0.37165157684630734,0.7377803592814371,3.385239119621632,3.52532732321521
30720,2048,0.10794750212348914,0.423793253493014,0.7988559680638723,3.2130623555451097,3.9259199625043624
32768,2048,0.10491322008301326,0.4005650299401198,0.7678308582834332,3.4198228570563987,3.8180605801571246
34816,2048,0.10867696302606344,0.40966139720558886,0.7590593612774452,3.2222155854094625,3.7695329883626973
36864,2048,0.10554719941917881,0.42769169660678646,0.8368657884231537,3.816173676187169,4.052136853998034
38912,2048,0.10748288522446563,0.428503872255489,0.831018123752495,3.3297776575344438,3.9867172467190595
40960,2048,0.11605207393342469,0.4973763672654691,0.8756877844311377,3.37268851693831,4.285803350197015
43008,2048,0.19277250444032368,1.3184859481037925,2.549256926147705,8.807427042050218,6.839595469929244
45056,2048,0.10282029502245921,0.3937427544910179,0.7684805988023952,3.1299703673817816,3.8294264221006427
47104,2048,0.10417584831252964,0.39520467065868264,0.7671811177644711,3.278927745558392,3.793630453281907
49152,2048,0.10751386292205455,0.43548858283433134,0.823546107784431,3.1849790216469827,4.050534238045205
51200,2048,0.10644649739191937,0.4259049101796407,0.8149370459081836,3.268967465213499,4.001117186670072
53248,2048,0.11162278471301787,0.43841241516966073,0.8719517764471059,3.8939219812746027,3.9276247792320467
55296,2048,0.1126040335209055,0.4049507784431138,0.800642754491018,3.3472654093417824,3.596236882263515
57344,2048,0.10407134907885375,0.3802606387225549,0.7519122155688622,3.119078782931639,3.6538455788709108
