start_sample,window_length,rms,peak,peak_to_peak,kurtosis,crest_factor
0,2048,0.16816166080085923,1.5015503393213574,2.833193532934132,21.286485791823548,8.92920736011639
2048,2048,0.17304515631203982,2.030114251497006,4.03163992015968,35.539323329148004,11.73170226056207
4096,2048,0.15435220030830427,1.6555388423153692,3.2017588423153693,24.832585388080044,10.725722335009527
6144,2048,0.1510069472894235,1.3353792015968065,2.5693988822355287,19.383614095940683,8.84316401038519
8192,2048,0.16705182594401544,1.4838449101796407,2.866167864271457,21.6222558424493,8.88254229958578
10240,2048,0.15400877342188188,1.571559880239521,3.0822065868263473,24.62739890710727,10.204352942441044
12288,2048,0.14700906889434415,1.3779372055888222,2.6343729341317363,20.258354913207672,9.373144228059674
14336,2048,0.1677909958182607,1.7367564071856287,3.4306299401197604,28.472004130413143,10.350712794245581
16384,2048,0.17145797092588203,1.7685936926147705,3.52435500998004,29.5656795575014,10.315027543216317
18432,2048,0.15240320961033443,1.3240087425149702,2.609682794411178,18.433299548256358,8.687538444180522
20480,2048,0.1807655355163886,1.4921291017964071,2.9749994011976044,22.265314071434307,8.254499938418144
22528,2048,0.17598518111474343,1.5325754491017964,2.9594056287425152,20.65761660710474,8.708548295858156
24576,2048,0.16449527000853834,1.3525973253493013,2.6796923353293414,19.56258378684238,8.222712575692118
26624,2048,0.16842671986504407,1.3384654690618762,2.6543524550898203,19.00913182140254,7.946871316655734
28672,2048,0.17554270843559258,1.5702603992015969,3.0346130938123754,21.63291250281918,8.945175867380373
30720,2048,0.15010244900982203,1.206893013972056,2.3363044710578844,16.316121563068418,8.040461844063861
32768,2048,0.15709790159036396,1.4001908183632734,2.640545469061876,18.017203855296824,8.91285500429781
34816,2048,0.17385600484771715,1.5839049500998004,3.148480119760479,23.044606233756394,9.110441433863926
36864,2048,0.16532324072653956,1.5538544510978045,2.9468981237524954,19.38691377130741,9.39888695781514
38912,2048,0.1549889301672094,1.3774499001996008,2.7129915369261477,19.393574710945888,8.887408272995078
40960,2048,0.17394784558190787,1.4060384830339323,2.661337165668663,18.16792316087262,8.083103750565162
43008,2048,0.17436576417229654,1.6930613572854292,3.207931377245509,21.82338000143695,9.709826727239584
45056,2048,0.16107371969030201,1.259197125748503,2.480221996007984,17.456220887092126,7.8175206244802435
47104,2048,0.17727325207708441,1.366891616766467,2.7164026746506984,18.218263757276326,7.7106478317686955
49152,2048,0.18346093116106185,1.5411845109780438,2.893781836327345,19.16411290658077,8.400614240950432
51200,2048,0.15931896014290226,1.2630955688622754,2.5205059081836327,16.35187603796108,7.928093227079845
53248,2048,0.1726140284847659,1.4398249900199602,2.860157764471058,20.265286031463425,8.341297649157704
55296,2048,0.17068986093627314,1.5774075449101796,2.980034890219561,26.078037880111875,9.241366395452518
57344,2048,0.1450796388972624,1.3803737325349301,2.6579260279441117,23.09734959535286,9.514593109119344
59392,2048,0.1461599643106985,1.3766377245508983,2.656626546906188,24.318638304103423,9.418705943408016
61440,2048,0.16891464550463026,1.8995164071856288,3.685653093812375,32.13057026803499,11.245421624037414
63488,2048,0.15246905146971354,1.2494510179640719,2.4948411576846308,18.164108885380656,8.194784488470882
65536,2048,0.15117109962853342,1.391906626746507,2.624789261477046,20.123110765769816,9.207491578466882
67584,2048,0.18925504625491074,1.7054064271457086,3.3305699001996008,23.7064952219782,9.011154317331425
69632,2048,0.16042538036667633,1.435114371257485,2.764158602794411,16.654163744086688,8.945681587092825
71680,2048,0.15924620190667538,1.267318882235529,2.368466626746507,17.851131074021104,7.958236159191226
73728,2048,0.17427266751722523,1.5428088622754492,3.0159330538922156,20.033207311934934,8.852844707355525
75776,2048,0.1717745418503115,1.4588299001996008,2.7495394411177645,18.5878377483226,8.492701447356314
77824,2048,0.15682067778503817,1.3444755688622754,2.6327485828343313,18.370006256526246,8.573330939792525
79872,2048,0.18000853854188378,1.7887356487025947,3.4013916167664666,23.666412598029368,9.93694889799053
81920,2048,0.17408206421477385,1.4729617564870259,2.777153413173653,19.805797897529647,8.461306815969836
83968,2048,0.14692081327034984,1.2104665868263473,2.4087505389221557,15.860964662401443,8.238904753343025
86016,2048,0.15945069777060103,1.3217346506986027,2.489968103792415,17.481778087506356,8.28929988498307
88064,2048,0.18195906043727825,1.5096720958083831,2.9170100598802393,19.816108184763934,8.296767922257294
90112,2048,0.16569508894630672,1.429754011976048,2.7144534530938125,19.951537474507774,8.628825519570643
92160,2048,0.16113398561796058,1.4882306586826348,2.8794875449101798,20.44524935477946,9.23598242149802
94208,2048,0.18180476872812543,1.7169393213572854,3.2902859880239523,22.044351317128843,9.443862960027126
96256,2048,0.1712993563425527,1.7335077045908185,3.320336487025948,21.87558799860753,10.11975609011717
98304,2048,0.16711404420321577,1.3512978443113772,2.5372367265469062,17.713711977006962,8.08608187747567
100352,2048,0.183047014779478,1.7054064271457086,3.227748463073852,21.778037738475902,9.316767220656091
102400,2048,0.17317191177395044,1.8064410778443114,3.341940359281437,23.117314544153544,10.431490068619867
104448,2048,0.15185385902308587,1.326770139720559,2.622190299401198,20.61943568604686,8.737151286422803
106496,2048,0.16950506074414232,1.4593172055888224,2.7232249500998003,21.82319801081044,8.609283989361028
108544,2048,0.16373180942706636,1.7294468263473053,3.3144888223552895,27.616737957044197,10.562680717866966
110592,2048,0.144473763649734,1.2850243113772455,2.509785189620758,20.03357199175864,8.894516754500822
